651         3.120.68.56 1883    10.0.2.15   55625   MQTT    190 Publish Message [factory/department2/section3/deposit],Publish Message [factory/department2/section3/deposit]   7b226964223a202253656e736f7220363636222c202276616c7565223a2036362c20226c6174223a203636362c20226c6e67223a203636362c2022756e6974223a202243222c202274797065223a202274656d7065726174757265227d
654         18.185.199.22   1883    10.0.2.15   42005   MQTT    119 Connect Ack, Publish Ack (id=1),Connect Ack, Publish Ack (id=1) 
671         3.120.68.56 1883    10.0.2.15   47047   MQTT    62  Connect Ack,Connect Ack 
676         3.120.68.56 1883    10.0.2.15   47047   MQTT    62  Subscribe Ack (id=1),Subscribe Ack (id=1)   
683         3.120.68.56 1883    10.0.2.15   47047   MQTT    62  Subscribe Ack (id=2),Subscribe Ack (id=2)   
685         3.120.68.56 1883    10.0.2.15   47047   MQTT    62  Subscribe Ack (id=3),Subscribe Ack (id=3)   
687         3.120.68.56 1883    10.0.2.15   47047   MQTT    189 Publish Message (id=51) [factory/department2/section5/plc],Publish Message (id=51) [factory/department2/section5/plc]   7b226964223a20224163747561746f722032222c202276616c7565223a203230362c20226c6174223a203130302c20226c6e67223a203134302c2022756e6974223a202243222c202274797065223a202274656d7065726174757265227d
693         10.0.2.15   43559   5.196.95.208    1883    MQTT    133 Connect Command,Connect Command 
697         10.0.2.15   43559   5.196.95.208    1883    MQTT    99  Subscribe Request (id=1) [factory/department1/section2/deposit],Subscribe Request (id=1) [factory/department1/section2/deposit] 
701         10.0.2.15   43559   5.196.95.208    1883    MQTT    95  Subscribe Request (id=2) [factory/department3/section4/plc],Subscribe Request (id=2) [factory/department3/section4/plc] 
707         10.0.2.15   43559   5.196.95.208    1883    MQTT    95  Subscribe Request (id=3) [factory/department2/section5/plc],Subscribe Request (id=3) [factory/department2/section5/plc] 
711         10.0.2.15   43559   5.196.95.208    1883    MQTT    194 Publish Message [factory/department1/section4/hydraulic_valve],Publish Message [factory/department1/section4/hydraulic_valve]   7b226964223a202253656e736f722035222c202276616c7565223a2032372c20226c6174223a2035302c20226c6e67223a2035302c2022756e6974223a202243222c202274797065223a202274656d7065726174757265227d
715         10.0.2.15   42371   137.135.83.217  1883    MQTT    71  Connect Command,Connect Command 
719         10.0.2.15   42371   137.135.83.217  1883    MQTT    108 Subscribe Request (id=1) [factory/department1/section4/hydraulic_valve],Subscribe Request (id=1) [factory/department1/section4/hydraulic_valve] 
724         10.0.2.15   42371   137.135.83.217  1883    MQTT    96  Subscribe Request (id=2) [factory/department2/section2/plc],Subscribe Request (id=2) [factory/department2/section2/plc] 
728         10.0.2.15   42371   137.135.83.217  1883    MQTT    108 Subscribe Request (id=3) [factory/department1/section1/hydraulic_valve],Subscribe Request (id=3) [factory/department1/section1/hydraulic_valve] 
732         10.0.2.15   42371   137.135.83.217  1883    MQTT    184 Publish Message [factory/department1/section2/plc],Publish Message [factory/department1/section2/plc]   7b226964223a20224163747561746f7220393239222c202276616c7565223a20352c20226c6174223a20313330302c20226c6e67223a20313433302c2022756e6974223a20222e222c202274797065223a20224d6f74696f6e227d
738         10.0.2.15   46235   5.196.95.208    1883    MQTT    125 Connect Command,Connect Command 
742         10.0.2.15   46235   5.196.95.208    1883    MQTT    99  Subscribe Request (id=1) [factory/department3/section2/deposit],Subscribe Request (id=1) [factory/department3/section2/deposit] 
746         10.0.2.15   46235   5.196.95.208    1883    MQTT    107 Subscribe Request (id=2) [factory/department2/section1/hydraulic_valve],Subscribe Request (id=2) [factory/department2/section1/hydraulic_valve] 
750         10.0.2.15   46235   5.196.95.208    1883    MQTT    191 Publish Message (id=3) [factory/department2/section1/deposit],Publish Message (id=3) [factory/department2/section1/deposit] 7b226964223a20224163747561746f7220393239222c202276616c7565223a2033342c20226c6174223a20313330302c20226c6e67223a20313433302c2022756e6974223a20222e222c202274797065223a20224d6f74696f6e227d
756         10.0.2.15   59541   5.196.95.208    1883    MQTT    70  Connect Command,Connect Command 
760         10.0.2.15   59541   5.196.95.208    1883    MQTT    95  Subscribe Request (id=1) [factory/department2/section4/plc],Subscribe Request (id=1) [factory/department2/section4/plc] 
764         10.0.2.15   59541   5.196.95.208    1883    MQTT    192 Publish Message [factory/department1/section4/deposit],Publish Message [factory/department1/section4/deposit]   7b226964223a202253656e736f72203130303032222c202276616c7565223a20313736312c20226c6174223a203130322c20226c6e67223a203130332c2022756e6974223a20226c756d656e222c202274797065223a20226c69676874227d
770         10.0.2.15   43609   3.120.68.56 1883    MQTT    127 Connect Command,Connect Command 
776         10.0.2.15   43609   3.120.68.56 1883    MQTT    193 Publish Message (id=1) [factory/department2/section2/deposit],Publish Message (id=1) [factory/department2/section2/deposit] 7b226964223a202253656e736f7220363636222c202276616c7565223a2036362c20226c6174223a203636362c20226c6e67223a203636362c2022756e6974223a202243222c202274797065223a202274656d7065726174757265227d
780         10.0.2.15   55377   18.185.199.22   1883    MQTT    71  Connect Command,Connect Command 
784         10.0.2.15   55377   18.185.199.22   1883    MQTT    96  Subscribe Request (id=1) [factory/department3/section2/plc],Subscribe Request (id=1) [factory/department3/section2/plc] 
788         10.0.2.15   55377   18.185.199.22   1883    MQTT    100 Subscribe Request (id=2) [factory/department1/section1/deposit],Subscribe Request (id=2) [factory/department1/section1/deposit] 
794         10.0.2.15   55377   18.185.199.22   1883    MQTT    239 Subscribe Request (id=3) [factory/department3/section4/plc], Publish Message (id=4) [factory/department3/section3/hydraulic_valve],Subscribe Request (id=3) [factory/department3/section4/plc], Publish Message (id=4) [factory/department3/section3/hydraulic_valve]   7b226964223a202253656e736f722034222c202276616c7565223a20313334342c20226c6174223a2031302c20226c6e67223a2039302c2022756e6974223a202243222c202274797065223a202274656d7065726174757265227d
798         5.196.95.208    1883    10.0.2.15   43559   MQTT    62  Connect Ack,Connect Ack 
800         5.196.95.208    1883    10.0.2.15   43559   MQTT    192 Subscribe Ack (id=1), Publish Message (id=1) [factory/department1/section2/deposit],Subscribe Ack (id=1), Publish Message (id=1) [factory/department1/section2/deposit] 7b226964223a202253656e736f722031222c202276616c7565223a20342c20226c6174223a2031302c20226c6e67223a2031302c2022756e6974223a202243222c202274797065223a202274656d7065726174757265227d
802         5.196.95.208    1883    10.0.2.15   43559   MQTT    62  Subscribe Ack (id=2),Subscribe Ack (id=2)   
804         5.196.95.208    1883    10.0.2.15   43559   MQTT    182 Publish Message [factory/department3/section4/plc],Publish Message [factory/department3/section4/plc]   7b226964223a202253656e736f7220313239222c202276616c7565223a2038362c20226c6174223a2031302c20226c6e67223a2031302c2022756e6974223a202268756d222c202274797065223a20226d6f697374757265227d
806         5.196.95.208    1883    10.0.2.15   43559   MQTT    62  Subscribe Ack (id=3),Subscribe Ack (id=3)   
808         5.196.95.208    1883    10.0.2.15   43559   MQTT    185 Publish Message (id=2) [factory/department2/section5/plc],Publish Message (id=2) [factory/department2/section5/plc] 7b226964223a202253656e736f7220313534222c202276616c7565223a2032362c20226c6174223a2031302c20226c6e67223a2031302c2022756e6974223a202243222c202274797065223a202274656d7065726174757265227d
810         5.196.95.208    1883    10.0.2.15   59541   MQTT    62  Connect Ack,Connect Ack 
812         5.196.95.208    1883    10.0.2.15   46235   MQTT    62  Connect Ack,Connect Ack 
814         5.196.95.208    1883    10.0.2.15   59541   MQTT    189 Subscribe Ack (id=1), Publish Message [factory/department2/section4/plc],Subscribe Ack (id=1), Publish Message [factory/department2/section4/plc]   7b226964223a20224163747561746f7220393239222c202276616c7565223a2032382c20226c6174223a20313330302c20226c6e67223a20313433302c2022756e6974223a20222e222c202274797065223a20224d6f74696f6e227d
816         5.196.95.208    1883    10.0.2.15   46235   MQTT    62  Subscribe Ack (id=1),Subscribe Ack (id=1)   
818         5.196.95.208    1883    10.0.2.15   46235   MQTT    62  Subscribe Ack (id=2),Subscribe Ack (id=2)   
820         5.196.95.208    1883    10.0.2.15   46235   MQTT    62  Publish Received (id=3),Publish Received (id=3) 
822         3.120.68.56 1883    10.0.2.15   43609   MQTT    114 Connect Ack,Connect Ack 
824         3.120.68.56 1883    10.0.2.15   43609   MQTT    62  Publish Received (id=1),Publish Received (id=1) 
826         18.185.199.22   1883    10.0.2.15   55377   MQTT    114 Connect Ack,Connect Ack 
828         18.185.199.22   1883    10.0.2.15   55377   MQTT    62  Subscribe Ack (id=1),Subscribe Ack (id=1)   
830         18.185.199.22   1883    10.0.2.15   55377   MQTT    182 Publish Message [factory/department3/section2/plc],Publish Message [factory/department3/section2/plc]   7b226964223a202253656e736f722033222c202276616c7565223a20333132352c20226c6174223a2039302c20226c6e67223a2031302c2022756e6974223a20222f25222c202274797065223a202268756d6964697479227d
832         18.185.199.22   1883    10.0.2.15   55377   MQTT    62  Subscribe Ack (id=2),Subscribe Ack (id=2)   
834         18.185.199.22   1883    10.0.2.15   55377   MQTT    62  Subscribe Ack (id=3),Subscribe Ack (id=3)   
836         18.185.199.22   1883    10.0.2.15   55377   MQTT    185 Publish Message (id=51) [factory/department3/section4/plc],Publish Message (id=51) [factory/department3/section4/plc]   7b226964223a202253656e736f7220313239222c202276616c7565223a2031352c20226c6174223a2031302c20226c6e67223a2031302c2022756e6974223a202268756d222c202274797065223a20226d6f697374757265227d
838         18.185.199.22   1883    10.0.2.15   55377   MQTT    62  Publish Received (id=4),Publish Received (id=4) 
844         10.0.2.15   49261   137.135.83.217  1883    MQTT    94  Connect Command,Connect Command 
848         10.0.2.15   49261   137.135.83.217  1883    MQTT    196 Publish Message (id=1) [factory/department2/section3/hydraulic_valve],Publish Message (id=1) [factory/department2/section3/hydraulic_valve] 7b226964223a202253656e736f722035222c202276616c7565223a2032322c20226c6174223a2035302c20226c6e67223a2035302c2022756e6974223a202243222c202274797065223a202274656d7065726174757265227d
854         10.0.2.15   55245   137.135.83.217  1883    MQTT    71  Connect Command,Connect Command 
858         10.0.2.15   55245   137.135.83.217  1883    MQTT    96  Subscribe Request (id=1) [factory/department3/section5/plc],Subscribe Request (id=1) [factory/department3/section5/plc] 
862         10.0.2.15   55245   137.135.83.217  1883    MQTT    96  Subscribe Request (id=2) [factory/department2/section1/plc],Subscribe Request (id=2) [factory/department2/section1/plc] 
866         10.0.2.15   55245   137.135.83.217  1883    MQTT    100 Subscribe Request (id=3) [factory/department2/section4/deposit],Subscribe Request (id=3) [factory/department2/section4/deposit] 
870         10.0.2.15   55245   137.135.83.217  1883    MQTT    196 Publish Message [factory/department2/section2/hydraulic_valve],Publish Message [factory/department2/section2/hydraulic_valve]   7b226964223a202253656e736f7220313239222c202276616c7565223a2031352c20226c6174223a2031302c20226c6e67223a2031302c2022756e6974223a202268756d222c202274797065223a20226d6f697374757265227d
